"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","29","5","17.2400","35","14","40.0000","4","14.2900","12","23.5300","686","11469.5600","382.3200","30","2","308.7000","154.3500","2","0","0.0000","0.0000","0","4","500.0000","125.0000","4","0","0.0000","1","512.5000","12790.76","693","0","0","0","35","50.3800","44:00","44:00","22:10","22:10","3:00","625","0","500","500","851.63","198.63","469.4000","0.0000","0.0000","50.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","3","3","100.0000","5","1","20.0000","1","33.3300","1","16.6700","6","897.0000","299.0000","3","0","0.0000","0.0000","0","0","0.0000","0.0000","0","2","284.0000","142.0000","2","0","0.0000","0","0.0000","1181","8","0","0","1","4","18.7500","16:00","16:00","3:00","3:00","0:30","0","0","0","0","0","0","303.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","34","9","26.4700","52","14","26.9200","9","25.0000","8","12.5000","734","18173.5700","378.6200","48","2","149.8100","74.9000","2","1","1200.0000","1200.0000","1","3","257.0000","85.6700","3","0","0.0000","0","0.0000","19780.38","740","0","0","14","38","50.5100","49:30","49:30","25:00","25:00","10:35","0","0","2147","0","1939.37","0","5373.9300","0.0000","0.0000","0.0000","700.0000"
"Hoboken, NJ","42","8","19.0500","64","16","25.0000","15","39.4700","16","21.3300","1269","12356.7900","280.8400","44","9","1178.7500","235.7500","5","27","5295.0000","588.3300","9","7","965.0000","137.8600","7","1","350.0000","2","670.0000","20815.54","1315","450","2","0","64","50.8500","49:00","49:00","24:55","24:55","6:40","725","0","884","0","278","0","1732.0800","0.0000","350.0000","100.0000","0.0000"
"Frederick, MD","14","4","28.5700","24","5","20.8300","6","42.8600","3","9.6800","212","6230.1300","415.3400","15","3","310.9200","155.4600","2","1","1600.0000","1600.0000","1","8","948.0000","118.5000","8","0","0.0000","0","0.0000","9089.05","224","0","0","1","23","37.1800","19:30","19:30","7:15","7:15","8:20","30","0","1624.75","0","1645","0","279.5500","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","16","2","12.5000","19","5","26.3200","5","33.3300","8","28.5700","224","3764.5300","250.9700","15","2","147.1500","147.1500","1","0","0.0000","0.0000","0","2","250.0000","125.0000","2","1","765.0000","0","0.0000","4926.68","229","0","0","1","18","36.6700","30:00","30:00","11:00","11:00","3:15","0","0","300","0","417","139","1060.0000","765.0000","0.0000","0.0000","0.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","7","3","42.8600","8","4","50.0000","2","28.5700","1","9.0900","11","525.0000","65.6200","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","525","11","0","0","1","7","23.0400","17:00","17:00","3:55","3:55","1:45","0","0","99","99","139","139","12.0000","0.0000","0.0000","50.0000","0.0000"
"Bel Air, MD","18","3","16.6700","26","4","15.3800","11","55.0000","1","3.0300","249","4053.0000","184.2300","22","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","534.0000","133.5000","4","0","0.0000","0","0.0000","4587","253","0","0","0","26","36.4600","40:00","40:00","14:35","14:35","12:40","0","0","0","0","889","0","1817.4000","0.0000","0.0000","0.0000","0.0000"