"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","10","1","10.0000","18","7","38.8900","1","11.1100","3","17.6500","303","3806.0000","317.1700","12","2","70.5000","70.5000","1","0","0.0000","0.0000","0","5","647.0000","129.4000","5","0","0.0000","0","0.0000","4523.5","310","0","0","0","18","26.1100","15:00","15:00","3:55","3:55","5:30","500","0","384","0","0","0","806.5000","0.0000","0.0000","0.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","5","2","40.0000","8","2","25.0000","1","20.0000","0","0.0000","10","1594.0000","265.6700","6","2","116.0000","58.0000","2","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1710","12","0","0","1","7","76.6700","10:00","5:00","3:50","3:50","0:00","0","0","0","0","139","0","137.0000","0.0000","0.0000","50.0000","0.0000"
"Jersey City, NJ","10","6","60.0000","14","5","35.7100","4","44.4400","0","0.0000","18","1664.0000","166.4000","10","1","78.0000","78.0000","1","0","0.0000","0.0000","0","3","337.0000","112.3300","3","0","0.0000","0","0.0000","2079","22","0","0","1","13","53.7900","11:00","11:00","5:55","5:55","1:30","0","0","400","0","0","0","602.0000","0.0000","0.0000","0.0000","50.0000"
"Hoboken, NJ","18","3","16.6700","26","9","34.6200","13","72.2200","4","12.1200","450","5483.7300","274.1900","20","6","734.0000","146.8000","5","0","0.0000","0.0000","0","6","820.0000","136.6700","6","0","0.0000","0","0.0000","7037.73","462","0","0","0","26","57.2900","24:00","24:00","13:45","13:45","2:00","0","0","942.5","0","516","99","487.5000","0.0000","0.0000","0.0000","0.0000"
"Frederick, MD","9","3","33.3300","16","6","37.5000","5","55.5600","3","17.6500","57","3114.7500","346.0800","9","1","78.0000","78.0000","1","1","99.0000","99.0000","1","6","790.0000","131.6700","6","0","0.0000","0","0.0000","4081.75","65","0","0","1","15","113.3300","5:00","5:00","5:40","5:40","0:00","0","0","1258.75","600","435","0","275.2500","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","14","3","21.4300","26","9","34.6200","3","20.0000","12","34.2900","306","4073.8900","203.6900","20","0","0.0000","0.0000","0","0","0.0000","0.0000","0","6","698.0000","116.3300","6","2","0.0000","0","0.0000","4771.89","314","0","0","5","21","52.9200","20:00","20:00","10:35","10:35","2:00","0","0","154","0","0","0","155.3300","0.0000","0.0000","50.0000","250.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","5:00","5:00","0:00","0:00","5:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bel Air, MD","17","5","29.4100","22","3","13.6400","5","31.2500","0","0.0000","100","3168.3600","186.3700","17","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","514.0000","128.5000","4","3","1000.0000","0","0.0000","4682.36","107","0","0","0","22","60.5100","16:15","16:15","9:50","9:50","0:00","50.4","0","270","0","1179","0","425.6000","0.0000","1000.0000","0.0000","0.0000"