"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","24","3","12.5000","36","10","27.7800","7","30.4300","5","15.6200","419","8991.7700","374.6600","24","1","19.0000","19.0000","1","0","0.0000","0.0000","0","11","1445.0000","131.3600","11","0","0.0000","0","0.0000","10455.77","431","0","0","0","36","55.4300","23:00","23:00","12:45","12:45","1:00","153.85","0","756","0","2975","375","1058.6300","0.0000","0.0000","50.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","2","0","0.0000","5","1","20.0000","0","0.0000","0","0.0000","3","520.0000","104.0000","5","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","520","3","0","0","3","2","0.0000","0:00","0:00","1:10","1:10","0:00","0","0","0","0","0","0","50.0000","0.0000","0.0000","0.0000","100.0000"
"Jersey City, NJ","34","7","20.5900","43","10","23.2600","14","43.7500","7","11.2900","569","9387.4300","276.1000","34","4","479.9900","120.0000","4","1","300.0000","100.0000","3","5","687.0000","137.4000","5","0","0.0000","3","2600.0000","13454.42","582","1600","1","1","42","50.0000","42:00","42:00","21:00","21:00","2:20","0","0","2047.34","150","436","0","2288.7900","0.0000","0.0000","0.0000","50.0000"
"Hoboken, NJ","19","3","15.7900","42","4","9.5200","13","72.2200","0","0.0000","554","7585.4400","329.8000","23","4","451.9800","150.6600","3","2","2335.0000","583.7500","4","5","587.0000","53.3600","11","0","0.0000","3","864.1100","11823.53","568","592","6","0","42","39.2300","41:00","41:00","16:05","16:05","5:20","0","0","2900","0","1156.11","0","1477.5000","0.0000","0.0000","150.0000","0.0000"
"Frederick, MD","18","6","33.3300","23","11","47.8300","6","33.3300","9","20.4500","510","8773.4600","461.7600","19","6","329.0000","109.6700","3","1","99.0000","99.0000","1","4","514.0000","128.5000","4","0","0.0000","0","0.0000","9715.46","521","0","0","1","22","50.1500","27:45","27:45","13:55","13:55","3:10","25.22","0","466.42","0","810","0","286.4800","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","25","3","12.0000","33","5","15.1500","8","32.0000","2","4.3500","414","5991.9300","221.9200","27","5","448.0000","149.3300","3","-2","-225.0000","-225.0000","1","3","377.0000","125.6700","3","0","0.0000","2","430.0000","7021.93","422","430","4","1","32","61.6100","28:00","28:00","17:15","17:15","1:50","0","0","1318.17","400","0","0","1719.2900","0.0000","0.0000","100.0000","0.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","6","2","33.3300","9","0","0.0000","2","33.3300","1","5.8800","353","2996.9900","374.6200","8","2","0.0000","0.0000","1","1","299.0000","299.0000","1","1","145.0000","145.0000","1","0","0.0000","0","0.0000","3440.99","357","0","0","2","7","30.7300","16:00","16:00","4:55","4:55","1:00","0","0","1043.67","0","0","0","295.3300","0.0000","0.0000","0.0000","50.0000"
"Bel Air, MD","19","3","15.7900","26","6","23.0800","4","21.0500","2","6.6700","137","3753.9000","197.5700","19","1","49.0000","49.0000","1","0","0.0000","0.0000","0","6","818.0000","136.3300","6","0","0.0000","0","0.0000","4620.9","144","0","0","0","26","40.0600","27:40","27:40","11:05","11:05","3:30","325","0","238","0","375","0","256.9500","0.0000","0.0000","0.0000","0.0000"