"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","17","3","17.6500","35","5","14.2900","5","31.2500","3","10.0000","560","4412.2300","245.1200","18","4","260.2000","86.7300","3","0","0.0000","0.0000","0","16","1826.0000","114.1200","16","0","0.0000","0","0.0000","6498.43","580","0","0","4","31","45.9300","22:30","22:30","10:20","10:20","2:30","175","0","610","0","714","0","633.1100","0.0000","0.0000","50.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","1","0","0.0000","5","3","60.0000","0","0.0000","0","0.0000","2","0.0000","0.0000","4","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","145.0000","145.0000","1","0","0.0000","0","0.0000","145","3","0","0","1","4","0.0000","0:00","0:00","1:05","1:05","0:00","0","0","0","0","0","0","250.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","48","5","10.4200","59","21","35.5900","12","26.6700","18","20.2200","1561","18295.6400","365.9100","50","4","495.3000","123.8200","4","1","-572.5000","-190.8300","3","5","415.0000","83.0000","5","0","0.0000","1","1600.0000","20233.44","1572","1700","3","0","59","56.1500","42:00","42:00","23:35","23:35","1:30","0","0","2127.92","0","991","574","1609.9100","0.0000","0.0000","0.0000","0.0000"
"Hoboken, NJ","47","7","14.8900","67","18","26.8700","28","65.1200","21","25.3000","1952","17566.9300","365.9800","48","5","616.2000","88.0300","7","2","2475.0000","1237.5000","2","10","1208.0000","100.6700","12","0","0.0000","1","125.0000","21991.13","1970","222.2","2","1","66","52.4500","54:30","54:30","28:35","28:35","8:15","645.37","0","1590.33","0","1653","0","2196.2500","0.0000","0.0000","50.0000","0.0000"
"Frederick, MD","6","0","0.0000","11","0","0.0000","4","66.6700","0","0.0000","50","4255.1400","607.8800","7","0","0.0000","0.0000","0","0","0.0000","0.0000","0","4","520.0000","130.0000","4","0","0.0000","0","0.0000","4775.14","54","0","0","0","11","28.9200","17:00","17:00","4:55","4:55","8:05","0","0","1620.74","0","375","0","394.8600","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","29","1","3.4500","37","10","27.0300","11","40.7400","17","34.6900","810","9200.6600","296.8000","31","1","104.4000","104.4000","1","-1","-472.5000","-472.5000","1","4","514.0000","128.5000","4","1","250.0000","1","472.5000","10069.06","816","472.5","1","4","33","45.6200","40:00","40:00","18:15","18:15","2:00","363","125","1772","0","752","99","1211.4000","0.0000","250.0000","0.0000","250.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","8","5","62.5000","9","4","44.4400","3","37.5000","0","0.0000","322","2701.4600","300.1600","9","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","2701.46","322","0","0","0","9","56.2500","8:00","8:00","4:30","4:30","0:30","500","500","0","0","0","0","540.0000","0.0000","0.0000","50.0000","0.0000"
"Bel Air, MD","18","0","0.0000","28","3","10.7100","8","44.4400","2","4.8800","390","5373.0600","298.5000","18","0","0.0000","0.0000","0","0","0.0000","0.0000","0","9","1159.0000","128.7800","9","1","125.0000","0","0.0000","6657.06","400","0","0","1","27","54.6700","24:05","24:05","13:10","13:10","2:00","287.06","0","664.41","0","1639","0","883.2200","0.0000","125.0000","0.0000","0.0000"