"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","17","2","11.7600","30","6","20.0000","9","56.2500","2","5.8800","711","6269.5200","329.9700","19","1","52.0000","52.0000","1","-1","-115.0000","-38.3300","3","5","659.0000","131.8000","5","1","500.0000","2","1315.0000","8680.52","719","1490","3","0","30","40.3600","32:00","32:00","12:55","12:55","1:00","0","0","1739","0","1148.5","0","2365.5000","0.0000","500.0000","0.0000","50.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","6","2","33.3300","8","3","37.5000","0","0.0000","1","5.5600","275","3516.4200","439.5500","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","3516.42","275","0","0","1","7","71.3000","9:00","9:00","6:25","6:25","1:00","320.6","0","0","0","0","0","989.0800","0.0000","0.0000","50.0000","50.0000"
"Jersey City, NJ","27","4","14.8100","41","11","26.8300","10","37.0400","4","7.5500","614","11519.9000","360.0000","32","7","758.5000","252.8300","3","1","1080.0000","1080.0000","1","6","660.0000","110.0000","6","0","0.0000","1","100.0000","14118.4","629","0","0","5","36","48.1200","40:00","40:00","19:15","19:15","2:00","25","0","3520","0","991","435","1885.3800","0.0000","0.0000","50.0000","150.0000"
"Hoboken, NJ","41","0","0.0000","52","15","28.8500","18","43.9000","13","15.2900","1300","17660.2000","420.4800","42","10","541.0000","108.2000","5","0","0.0000","0.0000","0","9","1223.0000","135.8900","9","0","0.0000","1","22.6100","19446.81","1320","0","0","2","50","69.6500","53:00","53:00","36:55","36:55","2:30","537","0","5209.17","0","1652.91","278","3385.5400","0.0000","0.0000","0.0000","50.0000"
"Frederick, MD","17","6","35.2900","32","7","21.8800","6","35.2900","0","0.0000","135","6688.1000","334.4000","20","5","372.5000","93.1200","4","0","0.0000","0.0000","0","10","1092.0000","91.0000","12","0","0.0000","0","0.0000","8152.6","150","125","1","2","30","41.9200","33:00","33:00","13:50","13:50","12:00","96.97","0","1547","0","534","0","1219.4000","0.0000","0.0000","50.0000","50.0000"
"Denville, NJ","20","3","15.0000","23","8","34.7800","5","25.0000","5","11.6300","1031","10236.9500","511.8500","20","0","0.0000","0.0000","0","0","0.0000","0.0000","0","3","377.0000","125.6700","3","4","0.0000","0","0.0000","10613.95","1038","0","0","1","22","58.7300","21:00","21:00","12:20","12:20","8:30","50","0","1515.66","0","375","0","657.3400","0.0000","0.0000","0.0000","0.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","8","5","62.5000","9","3","33.3300","1","12.5000","1","6.2500","270","1687.3900","210.9200","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","1","139.0000","139.0000","1","0","0.0000","0","0.0000","1826.39","271","0","0","0","9","24.4800","16:00","16:00","3:55","3:55","4:00","0","0","0","0","0","0","45.0000","0.0000","0.0000","0.0000","0.0000"
"Bel Air, MD","16","5","31.2500","28","2","7.1400","6","40.0000","0","0.0000","172","3789.9000","222.9400","17","0","0.0000","0.0000","0","1","99.0000","99.0000","1","10","1270.0000","127.0000","10","0","0.0000","1","50.0000","5208.9","184","50","1","0","28","54.1700","16:00","16:00","8:40","8:40","0:50","0","0","49.5","0","1560","0","506.0200","0.0000","0.0000","50.0000","0.0000"