"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","24","2","8.3300","42","14","33.3300","7","30.4300","10","23.2600","539","7797.7800","288.8100","27","5","576.3000","288.1500","2","1","1360.0000","1360.0000","1","13","1585.0000","121.9200","13","0","0.0000","0","0.0000","11319.08","558","0","0","0","42","49.7400","32:00","32:00","15:55","15:55","5:00","175","175","1235","0","1085","0","1446.2300","0.0000","0.0000","0.0000","50.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","6","1","16.6700","8","1","12.5000","1","16.6700","1","8.3300","12","1662.0000","207.7500","8","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1662","12","0","0","1","7","57.4100","9:00","9:00","5:10","5:10","2:00","0","0","598","0","0","0","313.0000","0.0000","0.0000","50.0000","50.0000"
"Jersey City, NJ","24","7","29.1700","35","11","31.4300","11","47.8300","3","7.8900","267","5818.7400","215.5100","27","1","89.0000","89.0000","1","2","3245.0000","811.2500","4","4","388.0000","97.0000","4","0","0.0000","3","1200.0000","10740.74","277","675","1","2","33","51.8900","26:30","26:30","13:45","13:45","2:30","655","175","1836.34","0","145","0","931.2200","0.0000","0.0000","50.0000","150.0000"
"Hoboken, NJ","37","5","13.5100","49","10","20.4100","22","61.1100","6","8.1100","1634","15921.5400","408.2400","39","6","26.0000","13.0000","2","1","750.0000","750.0000","1","10","1296.0000","129.6000","10","8","0.0000","0","0.0000","17993.54","1659","0","0","0","49","64.1700","40:00","40:00","25:40","25:40","3:40","1170","0","3180.66","0","973","139","1617.0100","0.0000","0.0000","50.0000","0.0000"
"Frederick, MD","19","3","15.7900","26","5","19.2300","7","38.8900","0","0.0000","146","5757.8300","303.0400","19","2","144.8000","72.4000","2","2","3920.0000","1960.0000","2","6","784.0000","130.6700","6","0","0.0000","0","0.0000","10606.63","156","0","0","1","25","45.3200","22:15","22:15","10:05","10:05","3:00","0","0","125","0","1088","0","336.2100","0.0000","0.0000","0.0000","0.0000"
"Denville, NJ","28","2","7.1400","41","6","14.6300","15","53.5700","12","23.0800","580","8115.7000","270.5200","30","1","155.0000","155.0000","1","-1","-19.0400","-6.3500","3","6","718.0000","119.6700","6","0","0.0000","2","1619.0400","10588.7","588","1619.04","2","1","40","55.7500","29:00","29:00","16:10","16:10","1:05","0","0","2945.67","0","417","139","1886.3400","0.0000","0.0000","0.0000","100.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","7","0","0.0000","8","3","37.5000","3","42.8600","0","0.0000","250","3921.7300","560.2500","7","1","49.0000","49.0000","1","1","1170.0000","1170.0000","1","1","145.0000","145.0000","1","0","0.0000","0","0.0000","5285.73","253","0","0","0","8","43.2300","16:00","16:00","6:55","6:55","0:30","340","0","1258","0","145","0","477.0000","0.0000","0.0000","0.0000","0.0000"
"Bel Air, MD","12","2","16.6700","22","3","13.6400","4","33.3300","0","0.0000","40","3095.9200","238.1500","13","0","0.0000","0.0000","0","0","0.0000","0.0000","0","6","812.0000","101.5000","8","0","0.0000","1","139.0000","4046.92","47","139","1","0","22","27.9000","23:00","23:00","6:25","6:25","1:30","0","0","0","0","1324","0","272.0000","0.0000","0.0000","0.0000","0.0000"