"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","13","3","23.0800","26","8","30.7700","5","41.6700","3","17.6500","46","2487.0000","165.8000","15","0","0.0000","0.0000","0","0","0.0000","0.0000","0","10","1206.0000","120.6000","10","1","100.0000","0","0.0000","3793","57","50","1","0","26","38.3300","20:00","20:00","7:40","7:40","0:00","0","0","680","0","792","0","389.0000","100.0000","0.0000","50.0000","0.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","4","1","25.0000","5","1","20.0000","2","50.0000","0","0.0000","10","1708.0000","427.0000","4","1","52.0000","52.0000","1","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","1760","11","0","0","1","4","100.0000","5:00","5:00","5:00","5:00","0:00","0","0","803","0","0","0","398.0000","0.0000","0.0000","0.0000","0.0000"
"Jersey City, NJ","8","1","12.5000","13","2","15.3800","6","75.0000","4","23.5300","154","2453.5200","272.6100","9","4","423.9000","141.3000","3","0","0.0000","0.0000","0","4","556.0000","139.0000","4","0","0.0000","0","0.0000","3433.42","162","0","0","1","12","49.5400","18:00","18:00","8:55","8:55","0:30","0","0","400","0","556","0","396.1200","0.0000","0.0000","0.0000","50.0000"
"Hoboken, NJ","16","3","18.7500","26","5","19.2300","5","31.2500","1","3.5700","222","4490.5600","264.1500","17","3","487.7000","162.5700","3","-1","-1360.0000","-1360.0000","1","6","826.0000","137.6700","6","0","0.0000","2","1422.0000","5866.26","232","1360","1","0","26","53.1200","24:00","24:00","12:45","12:45","2:30","0","0","1365","75","479","0","1245.3200","0.0000","0.0000","0.0000","50.0000"
"Frederick, MD","8","0","0.0000","18","2","11.1100","2","25.0000","1","7.1400","82","2630.4200","292.2700","9","0","0.0000","0.0000","0","1","2100.0000","2100.0000","1","9","1159.0000","128.7800","9","0","0.0000","0","0.0000","5889.42","92","0","0","2","16","61.6700","10:00","10:00","6:10","6:10","5:00","0","0","891.42","0","139","0","432.5800","0.0000","0.0000","0.0000","50.0000"
"Denville, NJ","12","3","25.0000","15","2","13.3300","8","61.5400","4","21.0500","80","3596.2000","276.6300","13","0","0.0000","0.0000","0","1","2160.0000","2160.0000","1","1","139.0000","139.0000","1","0","0.0000","0","0.0000","5895.2","82","0","0","1","14","49.5200","17:30","17:30","8:40","8:40","1:35","125","0","845","0","613","0","568.8000","0.0000","0.0000","0.0000","0.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","6","5","83.3300","6","4","66.6700","1","16.6700","0","0.0000","67","1476.0000","246.0000","6","0","0.0000","0.0000","0","3","897.0000","299.0000","3","0","0.0000","0.0000","0","0","0.0000","0","0.0000","2373","70","0","0","0","6","41.6700","10:00","10:00","4:10","4:10","0:15","0","0","598","0","0","0","202.0000","0.0000","0.0000","0.0000","0.0000"
"Bel Air, MD","4","1","25.0000","18","2","11.1100","1","25.0000","0","0.0000","9","2455.9900","409.3300","6","0","0.0000","0.0000","0","1","1600.0000","1600.0000","1","11","1469.0000","133.5500","11","0","0.0000","0","0.0000","5524.99","21","0","0","1","17","25.7600","11:00","11:00","2:50","2:50","0:00","0","0","1599.99","0","375","0","697.0100","0.0000","0.0000","50.0000","0.0000"