"Center Name","Unique Guest count","New Guest Count","New Guest %","Invoice Count","Online invoice count","Online invoice %","Rebooking Source Count","Rebooking Source %","Services with provider requests","Services with provider requests %","Service Sales Count","Service Sales","Average service sale per invoice","Service Sales Invoice Count","Product Sales Count","Product Sales","Average product sale per invoice","Product Sales Invoice Count","Package Sales Count","Package Sales","Average package sale per invoice","Package Sales Invoice Count","Membership Sales Count","Membership Sales","Average membership sale per invoice","Membership Sales Invoice Count","Gift Card Sales Count","Gift Card Sales","Prepaid Card Sales Count","Prepaid Card Sales","Total Sales","Sale Count","Refund Amount","Refund Quantity","Open Invoices Count","Closed Invoices Count","Center Utilization(By Employee)","Available Hours","Available hours (Providers)","Serviced Hours","Booked Hours","Blocked Hours","Gift card redeemed","Gift card redeemed (cross center)","Package redeemed","Package redeemed (cross center)","Membership redeemed","Membership redeemed (cross center)","Discount","Gift card online sales","Gift card in-store sales","No-show fees","Cancellation fees"
"Montclair, NJ","384","56","14.5800","808","195","24.1300","132","33.8500","97","13.5300","8253","143304.6900","315.6500","454","49","4537.9800","122.6500","37","82","35826.4000","651.3900","55","278","33990.0000","122.2700","278","12","2075.0000","9","5299.3100","225033.38","8683","2692.11","9","13","795","44.5400","630:30","630:30","280:50","280:50","52:00","2957.24","339","31282.85","500","23100.17","2002.67","20545.6800","1200.0000","875.0000","500.0000","500.0000"
"Marlton, NJ","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Lancaster, PA","93","35","37.6300","164","34","20.7300","32","30.1900","15","6.4900","912","31887.5900","249.1200","128","6","391.2500","65.2100","6","21","8281.0000","414.0500","20","12","1586.0000","132.1700","12","0","0.0000","4","2149.0000","44294.84","955","3555","4","26","138","48.1100","198:30","193:30","93:05","93:05","13:00","320.6","0","8853.33","0","1138","0","6586.7300","0.0000","0.0000","200.0000","350.0000"
"Jersey City, NJ","646","121","18.7300","1154","288","24.9600","237","34.8000","211","15.8200","17457","277016.1400","345.4100","802","121","14342.8200","179.2900","80","207","100917.0000","611.6200","165","150","17648.0000","117.6500","150","13","1410.0000","43","24637.5000","435971.46","17991","22826.5","37","49","1105","49.4700","942:00","942:00","466:00","466:00","133:20","5839.47","896.47","64495.72","2306.51","17898.37","3460","66261.1000","200.0000","1210.0000","950.0000","2600.0000"
"Hoboken, NJ","743","106","14.2700","1455","253","17.3900","387","42.3000","250","16.5100","21936","244121.5700","244.1200","1000","119","12061.2100","148.9000","81","316","109893.0000","627.9600","175","250","31909.0000","116.4600","274","41","1908.7900","32","32270.7200","432164.29","22694","8759","34","251","1204","53.4500","938:30","938:30","501:40","501:40","169:15","8802.71","650","59203.71","1266","21799.02","933","37604.9900","1125.0000","783.7900","700.0000","1300.0000"
"Frederick, MD","234","56","23.9300","543","81","14.9200","119","48.1800","45","8.8400","3261","103964.5700","389.3800","267","58","2712.6900","77.5100","35","87","53251.7500","1044.1500","51","225","28593.8200","125.9600","227","4","0.0000","8","5440.7500","193963.58","3643","2224.25","6","13","530","42.9900","390:10","390:10","167:45","167:45","132:35","1401.8","0","31224.08","600","20064","435","10959.7100","0.0000","0.0000","100.0000","50.0000"
"Denville, NJ","546","86","15.7500","884","201","22.7400","210","36.4000","239","21.8700","13934","197802.2600","312.9800","632","53","5199.2400","152.9200","34","164","62434.9600","562.4800","111","121","14894.0000","121.0900","123","21","1715.0000","17","10446.0100","292491.47","14310","6586.24","23","21","863","51.3400","743:30","743:30","381:45","381:45","80:45","8592.82","575","37838.33","616","14018","2117","29484.6100","765.0000","950.0000","450.0000","300.0000"
"Corporate Center","0","0","0.0000","0","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0.0000","0","0","0.0000","0","0.0000","0","0","0","0","0","0","0.0000","0:00","0:00","0:00","0:00","0:00","0","0","0","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Bridgewater, NJ","155","72","46.4500","221","74","33.4800","38","24.2000","40","11.2700","3691","50917.9000","289.3100","176","12","583.2700","116.6500","5","54","23653.0000","563.1700","42","19","2353.0000","123.8400","19","2","0.0000","3","2960.0000","80467.17","3781","2460","3","4","217","36.5900","294:30","294:30","107:45","107:45","43:20","1090","750","16016","198","1689","535","9115.6900","0.0000","0.0000","100.0000","150.0000"
"Bel Air, MD","350","75","21.4300","669","107","15.9900","139","39.2700","40","5.6700","3997","117557.6200","313.4900","375","38","1724.6400","78.3900","22","138","55523.0000","597.0200","93","199","25893.0000","126.3100","205","19","1475.0000","15","10595.6200","212768.88","4406","1709","10","3","666","49.0400","524:45","524:45","257:20","257:20","56:05","4536.86","0","30079.54","0","26910.66","889","22085.8900","100.0000","1375.0000","150.0000","50.0000"